ID,Charges,Effect_1,Effect_2,Effect_3,EffectPointsMin_1,EffectPointsMin_2,EffectPointsMin_3,EffectPointsMax_1,EffectPointsMax_2,EffectPointsMax_3,EffectArg_1,EffectArg_2,EffectArg_3,Name_Lang_enUS,Name_Lang_enGB,Name_Lang_koKR,Name_Lang_frFR,Name_Lang_deDE,Name_Lang_enCN,Name_Lang_zhCN,Name_Lang_enTW,Name_Lang_zhTW,Name_Lang_esES,Name_Lang_esMX,Name_Lang_ruRU,Name_Lang_ptPT,Name_Lang_ptBR,Name_Lang_itIT,Name_Lang_Unk,Name_Lang_Mask,ItemVisual,Flags,Src_ItemID,Condition_Id,RequiredSkillID,RequiredSkillRank,MinLevel
91121,0,5,0,0,20,0,0,20,0,0,3,0,0,,,,,,,,,##SB##+20 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91122,0,5,0,0,25,0,0,25,0,0,3,0,0,,,,,,,,,##SB##+25 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91123,0,5,0,0,30,0,0,30,0,0,3,0,0,,,,,,,,,##SB##+30 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91124,0,5,0,0,35,0,0,35,0,0,3,0,0,,,,,,,,,##SB##+35 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91125,0,5,0,0,40,0,0,40,0,0,3,0,0,,,,,,,,,##SB##+40 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91126,0,5,0,0,15,0,0,15,0,0,5,0,0,,,,,,,,,##SB##+15 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91127,0,5,0,0,16,0,0,16,0,0,5,0,0,,,,,,,,,##SB##+16 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91128,0,5,0,0,18,0,0,18,0,0,5,0,0,,,,,,,,,##SB##+18 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91129,0,5,0,0,20,0,0,20,0,0,5,0,0,,,,,,,,,##SB##+20 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91130,0,5,0,0,25,0,0,25,0,0,5,0,0,,,,,,,,,##SB##+25 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91131,0,5,0,0,30,0,0,30,0,0,5,0,0,,,,,,,,,##SB##+30 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91132,0,5,0,0,35,0,0,35,0,0,5,0,0,,,,,,,,,##SB##+35 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91133,0,5,0,0,40,0,0,40,0,0,5,0,0,,,,,,,,,##SB##+40 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91134,0,5,0,0,15,0,0,15,0,0,6,0,0,,,,,,,,,##SB##+15 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91135,0,5,0,0,16,0,0,16,0,0,6,0,0,,,,,,,,,##SB##+16 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91136,0,5,0,0,18,0,0,18,0,0,6,0,0,,,,,,,,,##SB##+18 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91137,0,5,0,0,20,0,0,20,0,0,6,0,0,,,,,,,,,##SB##+20 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91138,0,5,0,0,25,0,0,25,0,0,6,0,0,,,,,,,,,##SB##+25 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91139,0,5,0,0,30,0,0,30,0,0,6,0,0,,,,,,,,,##SB##+30 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91140,0,5,0,0,40,0,0,40,0,0,6,0,0,,,,,,,,,##SB##+40 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91141,0,5,0,0,35,0,0,35,0,0,6,0,0,,,,,,,,,##SB##+35 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91142,0,5,0,0,45,0,0,45,0,0,4,0,0,,,,,,,,,##SB##+45 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91143,0,5,0,0,46,0,0,46,0,0,4,0,0,,,,,,,,,##SB##+46 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91144,0,5,0,0,45,0,0,45,0,0,7,0,0,,,,,,,,,##SB##+45 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91145,0,5,0,0,45,0,0,45,0,0,3,0,0,,,,,,,,,##SB##+45 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91146,0,5,0,0,46,0,0,46,0,0,3,0,0,,,,,,,,,##SB##+46 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91147,0,5,0,0,45,0,0,45,0,0,5,0,0,,,,,,,,,##SB##+45 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91148,0,5,0,0,46,0,0,46,0,0,5,0,0,,,,,,,,,##SB##+46 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91149,0,5,0,0,45,0,0,45,0,0,6,0,0,,,,,,,,,##SB##+45 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91150,0,5,0,0,46,0,0,46,0,0,6,0,0,,,,,,,,,##SB##+46 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91151,0,5,0,0,150,0,0,150,0,0,0,0,0,,,,,,,,,##SB##+150 к мане,,,,,,,,16712190,0,1,0,0,0,0,50
91152,0,5,0,0,100,0,0,100,0,0,1,0,0,,,,,,,,,##SB##+100 здоровья,,,,,,,,16712190,0,1,0,0,0,0,50
91153,0,5,0,0,2,0,0,2,0,0,38,0,0,,,,,,,,,##SB##+2 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91154,0,5,0,0,4,0,0,4,0,0,38,0,0,,,,,,,,,##SB##+4 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91155,0,5,0,0,6,0,0,6,0,0,38,0,0,,,,,,,,,##SB##+6 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91156,0,5,0,0,8,0,0,8,0,0,38,0,0,,,,,,,,,##SB##+8 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91157,0,5,0,0,10,0,0,10,0,0,38,0,0,,,,,,,,,##SB##+10 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91158,0,5,0,0,12,0,0,12,0,0,38,0,0,,,,,,,,,##SB##+12 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91159,0,5,0,0,14,0,0,14,0,0,38,0,0,,,,,,,,,##SB##+14 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91160,0,5,0,0,16,0,0,16,0,0,38,0,0,,,,,,,,,##SB##+16 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91161,0,5,0,0,18,0,0,18,0,0,38,0,0,,,,,,,,,##SB##+18 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91162,0,5,0,0,20,0,0,20,0,0,38,0,0,,,,,,,,,##SB##+20 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91163,0,5,0,0,22,0,0,22,0,0,38,0,0,,,,,,,,,##SB##+22 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91164,0,5,0,0,24,0,0,24,0,0,38,0,0,,,,,,,,,##SB##+24 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91165,0,5,0,0,26,0,0,26,0,0,38,0,0,,,,,,,,,##SB##+26 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91166,0,5,0,0,28,0,0,28,0,0,38,0,0,,,,,,,,,##SB##+28 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91167,0,5,0,0,30,0,0,30,0,0,38,0,0,,,,,,,,,##SB##+30 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91168,0,5,0,0,32,0,0,32,0,0,38,0,0,,,,,,,,,##SB##+32 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91169,0,5,0,0,36,0,0,36,0,0,38,0,0,,,,,,,,,##SB##+36 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91170,0,5,0,0,42,0,0,42,0,0,38,0,0,,,,,,,,,##SB##+42 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91171,0,5,0,0,50,0,0,50,0,0,38,0,0,,,,,,,,,##SB##+50 к силе атаки,,,,,,,,16712190,101,0,0,0,0,0,0
91172,0,5,0,0,60,0,0,60,0,0,38,0,0,,,,,,,,,##SB##+60 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91173,0,5,0,0,70,0,0,70,0,0,38,0,0,,,,,,,,,##SB##+70 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91174,0,5,0,0,80,0,0,80,0,0,38,0,0,,,,,,,,,##SB##+80 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91175,0,5,0,0,90,0,0,90,0,0,38,0,0,,,,,,,,,##SB##+90 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
91176,0,4,0,0,70,0,0,70,0,0,0,0,0,,,,,,,,,##SB##+70 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91177,0,5,0,0,100,0,0,100,0,0,0,0,0,,,,,,,,,##SB##+100 к мане,,,,,,,,16712190,0,0,0,0,0,0,0
91178,0,5,0,0,10,0,0,10,0,0,12,0,0,,,,,,,,,##SB##+10 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91179,0,5,0,0,15,0,0,15,0,0,12,0,0,,,,,,,,,##SB##+15 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91180,0,5,0,0,20,0,0,20,0,0,12,0,0,,,,,,,,,##SB##+20 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91181,0,5,0,0,25,0,0,25,0,0,12,0,0,,,,,,,,,##SB##+25 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91182,0,5,0,0,30,0,0,30,0,0,12,0,0,,,,,,,,,##SB##+30 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91183,0,5,0,0,35,0,0,35,0,0,12,0,0,,,,,,,,,##SB##+35 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91184,0,5,0,0,38,0,0,38,0,0,12,0,0,,,,,,,,,##SB##+38 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91185,0,5,0,0,15,0,0,15,0,0,15,0,0,,,,,,,,,##SB##+15 к рейтингу блока,,,,,,,,16712190,0,0,0,0,0,0,0
91186,0,5,0,0,20,0,0,20,0,0,15,0,0,,,,,,,,,##SB##+20 к рейтингу блока,,,,,,,,16712190,0,0,0,0,0,0,0
91187,0,5,0,0,9,0,0,9,0,0,45,0,0,,,,,,,,,##SB##+9 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91188,0,5,0,0,11,0,0,11,0,0,45,0,0,,,,,,,,,##SB##+11 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91189,0,5,0,0,15,0,0,15,0,0,45,0,0,,,,,,,,,##SB##+15 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91190,0,5,0,0,18,0,0,18,0,0,45,0,0,,,,,,,,,##SB##+18 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91191,0,5,0,0,20,0,0,20,0,0,45,0,0,,,,,,,,,##SB##+20 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91192,0,5,0,0,25,0,0,25,0,0,45,0,0,,,,,,,,,##SB##+25 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91193,0,5,0,0,30,0,0,30,0,0,45,0,0,,,,,,,,,##SB##+30 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91194,0,5,0,0,35,0,0,35,0,0,45,0,0,,,,,,,,,##SB##+35 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91195,0,5,0,0,40,0,0,40,0,0,45,0,0,,,,,,,,,##SB##+40 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91196,0,5,0,0,44,0,0,44,0,0,45,0,0,,,,,,,,,##SB##+44 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91197,0,5,0,0,150,0,0,150,0,0,1,0,0,,,,,,,,,##SB##+150 к здоровью,,,,,,,,16712190,0,0,0,0,0,0,0
91198,0,4,0,0,120,0,0,120,0,0,0,0,0,,,,,,,,,##SB##+120 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91199,0,5,0,0,7,0,0,7,0,0,32,0,0,,,,,,,,,##SB##+7 к рейтингу критического удара,,,,,,,,16712190,0,0,0,0,0,0,0
91200,0,5,0,0,3,0,0,3,0,0,32,0,0,,,,,,,,,##SB##+3 к рейтингу критического удара,,,,,,,,16712190,0,0,0,0,0,0,0
91201,0,5,0,0,3,0,0,3,0,0,45,0,0,,,,,,,,,##SB##+3 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91202,0,5,0,0,4,0,0,4,0,0,15,0,0,,,,,,,,,##SB##+4 к рейтингу блока,,,,,,,,16712190,0,0,0,0,0,0,0
91203,0,5,0,0,3,0,0,3,0,0,15,0,0,,,,,,,,,##SB##+3 к рейтингу блока,,,,,,,,16712190,0,0,0,0,0,0,0
91204,0,5,0,0,4,0,0,4,0,0,37,0,0,,,,,,,,,##SB##+4 к рейтингу мастерства,,,,,,,,16712190,0,0,0,0,0,0,0
91205,0,4,0,0,170,0,0,170,0,0,0,0,0,,,,,,,,,##SB##+170 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91206,0,5,0,0,54,0,0,54,0,0,45,0,0,,,,,,,,,##SB##+54 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91207,0,4,0,0,240,0,0,240,0,0,0,0,0,,,,,,,,,##SB##+240 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91208,0,5,0,0,8,0,0,8,0,0,36,0,0,,,,,,,,,##SB##+8 к рейтингу скорости,,,,,,,,16712190,0,0,35315,0,0,0,0
91209,0,4,0,0,225,0,0,225,0,0,0,0,0,,,,,,,,,##SB##+225 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91210,0,5,0,0,16,20,20,16,20,20,36,29,30,,,,,,,,,##SB##+16 к рейтингу скорости,,,,,,,,16712190,0,1,0,0,333,400,0
91211,0,5,0,0,275,0,0,275,0,0,1,0,0,,,,,,,,,##SB##+275 к здоровью,,,,,,,,16712190,0,0,0,0,0,0,0
91212,0,5,0,0,4,0,0,4,0,0,36,0,0,,,,,,,,,##SB##+4 к рейтингу скорости,,,,,,,,16712190,0,0,0,0,0,0,0
91213,0,5,0,0,6,0,0,6,0,0,36,0,0,,,,,,,,,##SB##+6 к рейтингу скорости,,,,,,,,16712190,0,0,0,0,0,0,0
91214,0,5,0,0,6,0,0,6,0,0,15,0,0,,,,,,,,,##SB##+6 к рейтингу блока,,,,,,,,16712190,0,0,0,0,0,0,0
91215,0,5,0,0,6,0,0,6,0,0,37,0,0,,,,,,,,,##SB##+6 к рейтингу мастерства,,,,,,,,16712190,0,0,0,0,0,0,0
91216,0,5,0,0,12,0,0,12,0,0,44,0,0,,,,,,,,,##SB##+12 к рейтингу пробивания брони,,,,,,,,16712190,0,0,39909,0,0,0,0
91217,0,5,0,0,12,0,0,12,0,0,37,0,0,,,,,,,,,##SB##+12 к рейтингу мастерства,,,,,,,,16712190,0,0,39910,0,0,0,0
91218,0,5,0,0,12,0,0,12,0,0,36,0,0,,,,,,,,,##SB##+12 к рейтингу скорости,,,,,,,,16712190,0,0,39918,0,0,0,0
91219,0,5,0,0,16,0,0,16,0,0,44,0,0,,,,,,,,,##SB##+16 к рейтингу пробивания брони,,,,,,,,16712190,0,0,40002,0,0,0,0
91220,0,5,0,0,16,0,0,16,0,0,37,0,0,,,,,,,,,##SB##+16 к рейтингу мастерства,,,,,,,,16712190,0,0,40003,0,0,0,0
91221,0,5,0,0,20,0,0,20,0,0,37,0,0,,,,,,,,,##SB##+20 к мастерству,,,,,,,,16712190,0,0,40118,0,0,0,0
91222,0,5,0,0,20,0,0,20,0,0,44,0,0,,,,,,,,,##SB##+20 к рейтингу пробивания брони,,,,,,,,16712190,0,0,40117,0,0,0,0
91223,0,5,0,0,20,0,0,20,0,0,36,0,0,,,,,,,,,##SB##+20 к рейтингу скорости,,,,,,,,16712190,0,0,40128,0,0,0,0
91224,0,5,0,0,14,0,0,14,0,0,37,0,0,,,,,,,,,##SB##+14 к рейтингу мастерства,,,,,,,,16712190,0,0,41437,0,0,0,0
91225,0,5,0,0,14,0,0,14,0,0,44,0,0,,,,,,,,,##SB##+14 к рейтингу пробивания брони,,,,,,,,16712190,0,0,41436,0,0,0,0
91226,0,5,0,0,14,0,0,14,0,0,36,0,0,,,,,,,,,##SB##+14 к рейтингу скорости,,,,,,,,16712190,0,0,41446,0,0,0,0
91227,0,5,0,0,34,0,0,34,0,0,36,0,0,,,,,,,,,##SB##+34 к рейтингу скорости,,,,,,,,16712190,0,0,42150,0,755,350,0
91228,0,5,0,0,34,0,0,34,0,0,44,0,0,,,,,,,,,##SB##+34 к рейтингу пробивания брони,,,,,,,,16712190,0,0,42153,0,755,350,0
91229,0,5,0,0,34,0,0,34,0,0,37,0,0,,,,,,,,,##SB##+34 к рейтингу мастерства,,,,,,,,16712190,0,0,42154,0,755,350,0
91230,0,5,0,0,130,0,0,130,0,0,38,0,0,,,,,,,,,##SB##+130 к силе атаки,,,,,,,,16712190,0,1,0,0,165,400,0
91231,0,5,0,0,76,0,0,76,0,0,45,0,0,,,,,,,,,##SB##+76 к силе заклинаний,,,,,,,,16712190,0,1,0,0,165,400,0
91232,0,5,0,0,4,0,0,4,0,0,44,0,0,,,,,,,,,##SB##+4 к рейтингу пробивания брони,,,,,,,,16712190,0,0,0,0,0,0,0
91233,0,5,0,0,8,0,0,8,0,0,37,0,0,,,,,,,,,##SB##+8 к рейтингу мастерства,,,,,,,,16712190,0,0,0,0,0,0,0
91234,0,5,0,0,110,0,0,110,0,0,38,0,0,,,,,,,,,##SB##+110 к силе атаки,,,,,,,,16712190,178,0,0,0,0,0,0
91235,0,5,0,0,23,20,20,23,20,20,36,29,30,,,,,,,,,##SB##+23 к рейтингу скорости,,,,,,,,16712190,0,0,0,0,0,0,0
91236,0,5,0,0,63,0,0,63,0,0,45,0,0,,,,,,,,,##SB##+63 к силе заклинаний,,,,,,,,16712190,160,0,0,0,0,0,0
91237,0,5,0,0,81,0,0,81,0,0,45,33027,0,,,,,,,,,##SB##+81 к силе заклинаний,,,,,,,,16712190,172,0,0,0,0,0,0
91238,0,5,0,0,69,0,0,69,0,0,45,33027,0,,,,,,,,,##SB##+69 к силе заклинаний,,,,,,,,16712190,128,0,0,0,0,0,0
91239,0,4,0,0,885,0,0,885,0,0,0,0,0,,,,,,,,,##SB##+885 к броне,,,,,,,,16712190,0,1,0,0,202,400,0
91240,0,5,0,0,6,0,0,6,0,0,44,0,0,,,,,,,,,##SB##+6 к рейтингу пробивания брони,,,,,,,,16712190,0,0,0,0,0,0,0
91241,0,5,0,0,8,0,0,8,0,0,44,0,0,,,,,,,,,##SB##+8 к рейтингу пробивания брони,,,,,,,,16712190,0,0,0,0,0,0,0
90070,0,1,0,0,0,0,0,0,0,0,44622,0,0,,,,,,,,,##SB##Удача: Оплот жизни,,,,,,,,16712190,0,0,0,0,0,0,0
90071,0,1,0,0,0,0,0,0,0,0,54043,0,0,,,,,,,,,##SB##Удача: Смертельный мороз,,,,,,,,16712190,0,0,0,0,0,0,0
90072,0,1,0,0,0,0,0,0,0,0,42976,0,0,,,,,,,,,##SB##Удача: Палач,,,,,,,,16712190,0,0,0,0,0,0,0
90073,0,1,0,0,0,0,0,0,0,0,56355,0,0,,,,,,,,,##SB##Удача: Убийца великанов,,,,,,,,16712190,0,0,0,0,0,0,0
90074,0,1,0,0,0,0,0,0,0,0,100017,0,0,,,,,,,,,##SB##Удача: Чародейский взрыв,,,,,,,,16712190,0,0,0,0,0,0,0
90075,0,1,0,0,0,0,0,0,0,0,100018,0,0,,,,,,,,,##SB##Удача: Чародейский взрыв,,,,,,,,16712190,0,0,0,0,0,0,0
90076,0,1,0,0,0,0,0,0,0,0,100019,0,0,,,,,,,,,##SB##Удача: Чародейский взрыв,,,,,,,,16712190,0,0,0,0,0,0,0
90077,0,3,0,0,0,0,0,0,0,0,100020,0,0,,,,,,,,,##SB##Удача: Подводное дыхание,,,,,,,,16712190,0,0,0,0,0,0,0
90078,0,1,0,0,0,0,0,0,0,0,100021,0,0,,,,,,,,,##SB##Удача: Кольцо льда,,,,,,,,16712190,0,0,0,0,0,0,0
90079,0,1,0,0,0,0,0,0,0,0,100022,0,0,,,,,,,,,##SB##Удача: Кольцо льда,,,,,,,,16712190,0,0,0,0,0,0,0
90080,0,1,0,0,0,0,0,0,0,0,100023,0,0,,,,,,,,,##SB##Удача: Кольцо льда,,,,,,,,16712190,0,0,0,0,0,0,0
90081,0,3,0,0,0,0,0,0,0,0,100024,0,0,,,,,,,,,##SB##Удача: Морозный доспех,,,,,,,,16712190,0,0,0,0,0,0,0
90030,0,3,0,0,0,0,0,0,0,0,100025,0,0,,,,,,,,,##SB##Удача: Шипы (3 урона),,,,,,,,16712190,0,0,0,0,0,0,0
90031,0,3,0,0,0,0,0,0,0,0,100026,0,0,,,,,,,,,##SB##Удача: Шипы (18 урона),,,,,,,,16712190,0,0,0,0,0,0,0
90032,0,3,0,0,0,0,0,0,0,0,100027,0,0,,,,,,,,,##SB##Удача: Шипы (25 урона),,,,,,,,16712190,0,0,0,0,0,0,0
90082,0,7,0,0,0,0,0,0,0,0,100028,0,0,,,,,,,,,##SB##Удача: Жертвенный огонь,,,,,,,,16712190,0,0,0,0,0,0,0
90083,0,7,0,0,0,0,0,0,0,0,100029,0,0,,,,,,,,,##SB##Удача: Жертвенный огонь,,,,,,,,16712190,0,0,0,0,0,0,0
90084,0,7,0,0,0,0,0,0,0,0,100030,0,0,,,,,,,,,##SB##Удача: Жертвенный огонь,,,,,,,,16712190,0,0,0,0,0,0,0
90085,0,7,0,0,0,0,0,0,0,0,100031,0,0,,,,,,,,,##SB##Удача: Жертвенный огонь,,,,,,,,16712190,0,0,0,0,0,0,0
90086,0,3,0,0,0,0,0,0,0,0,100032,0,0,,,,,,,,,##SB##Удача: Кровавый союз,,,,,,,,16712190,0,0,0,0,0,0,0
90087,0,3,0,0,0,0,0,0,0,0,100033,0,0,,,,,,,,,##SB##Удача: Кровавый союз,,,,,,,,16712190,0,0,0,0,0,0,0
90088,0,3,0,0,0,0,0,0,0,0,100034,0,0,,,,,,,,,##SB##Удача: Кровавый союз,,,,,,,,16712190,0,0,0,0,0,0,0
90089,0,3,0,0,0,0,0,0,0,0,100035,0,0,,,,,,,,,##SB##Удача: Кровавый союз,,,,,,,,16712190,0,0,0,0,0,0,0
90090,0,1,0,0,0,0,0,0,0,0,100036,0,0,,,,,,,,,##SB##Удача: Чародейский взрыв,,,,,,,,16712190,0,0,0,0,0,0,0
90100,0,3,0,0,0,0,0,0,0,0,100040,0,0,,,,,,,,,##SB##Тайный: +3 к урону огнем,,,,,,,,16712190,0,0,0,0,0,0,0
90101,0,3,0,0,0,0,0,0,0,0,100041,0,0,,,,,,,,,##SB##Тайный: +3 к урону льдом,,,,,,,,16712190,0,0,0,0,0,0,0
90102,0,3,0,0,0,0,0,0,0,0,100042,0,0,,,,,,,,,##SB##Тайный: +3 к урону природой,,,,,,,,16712190,0,0,0,0,0,0,0
90103,0,3,0,0,0,0,0,0,0,0,100043,0,0,,,,,,,,,##SB##Тайный: +3 к урону тенью,,,,,,,,16712190,0,0,0,0,0,0,0
90104,0,3,0,0,0,0,0,0,0,0,100044,0,0,,,,,,,,,##SB##Тайный: +3 к урону тайной магией,,,,,,,,16712190,0,0,0,0,0,0,0
90105,0,3,0,0,0,0,0,0,0,0,100045,0,0,,,,,,,,,##SB##Тайный: +3 к урону светом,,,,,,,,16712190,0,0,0,0,0,0,0
90106,0,3,0,0,0,0,0,0,0,0,100046,0,0,,,,,,,,,##SB##Тайный: +5 к урону огнем,,,,,,,,16712190,0,0,0,0,0,0,0
90107,0,3,0,0,0,0,0,0,0,0,100047,0,0,,,,,,,,,##SB##Тайный: +5 к урону льдом,,,,,,,,16712190,0,0,0,0,0,0,0
90108,0,3,0,0,0,0,0,0,0,0,100048,0,0,,,,,,,,,##SB##Тайный: +5 к урону природой,,,,,,,,16712190,0,0,0,0,0,0,0
90109,0,3,0,0,0,0,0,0,0,0,100049,0,0,,,,,,,,,##SB##Тайный: +5 к урону тенью,,,,,,,,16712190,0,0,0,0,0,0,0
90110,0,3,0,0,0,0,0,0,0,0,100050,0,0,,,,,,,,,##SB##Тайный: +5 к урону тайной магией,,,,,,,,16712190,0,0,0,0,0,0,0
90111,0,3,0,0,0,0,0,0,0,0,100051,0,0,,,,,,,,,##SB##Тайный: +5 к урону светом,,,,,,,,16712190,0,0,0,0,0,0,0
90112,0,3,0,0,0,0,0,0,0,0,100052,0,0,,,,,,,,,##SB##Тайный: +7 к урону огнем,,,,,,,,16712190,0,0,0,0,0,0,0
90113,0,3,0,0,0,0,0,0,0,0,100053,0,0,,,,,,,,,##SB##Тайный: +7 к урону льдом,,,,,,,,16712190,0,0,0,0,0,0,0
90114,0,3,0,0,0,0,0,0,0,0,100054,0,0,,,,,,,,,##SB##Тайный: +7 к урону природой,,,,,,,,16712190,0,0,0,0,0,0,0
90115,0,3,0,0,0,0,0,0,0,0,100055,0,0,,,,,,,,,##SB##Тайный: +7 к урону тенью,,,,,,,,16712190,0,0,0,0,0,0,0
90116,0,3,0,0,0,0,0,0,0,0,100056,0,0,,,,,,,,,##SB##Тайный: +7 к урону тайной магией,,,,,,,,16712190,0,0,0,0,0,0,0
90117,0,3,0,0,0,0,0,0,0,0,100057,0,0,,,,,,,,,##SB##Тайный: +7 к урону светом,,,,,,,,16712190,0,0,0,0,0,0,0
90118,0,3,0,0,0,0,0,0,0,0,100058,0,0,,,,,,,,,##SB##Тайный: +10 к урону огнем,,,,,,,,16712190,0,0,0,0,0,0,0
90119,0,3,0,0,0,0,0,0,0,0,100059,0,0,,,,,,,,,##SB##Тайный: +10 к урону льдом,,,,,,,,16712190,0,0,0,0,0,0,0
90120,0,3,0,0,0,0,0,0,0,0,100060,0,0,,,,,,,,,##SB##Тайный: +10 к урону природой,,,,,,,,16712190,0,0,0,0,0,0,0
90121,0,3,0,0,0,0,0,0,0,0,100061,0,0,,,,,,,,,##SB##Тайный: +10 к урону тенью,,,,,,,,16712190,0,0,0,0,0,0,0
90122,0,3,0,0,0,0,0,0,0,0,100062,0,0,,,,,,,,,##SB##Тайный: +10 к урону тайной магией,,,,,,,,16712190,0,0,0,0,0,0,0
90123,0,3,0,0,0,0,0,0,0,0,100063,0,0,,,,,,,,,##SB##Тайный: +10 к урону светом,,,,,,,,16712190,0,0,0,0,0,0,0
90130,0,5,0,0,3,0,0,3,0,0,5,0,0,,,,,,,,,##SB##Тайный: +3 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
90131,0,5,0,0,6,0,0,6,0,0,5,0,0,,,,,,,,,##SB##Тайный: +6 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
90132,0,5,0,0,9,0,0,9,0,0,5,0,0,,,,,,,,,##SB##Тайный: +9 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
90133,0,5,0,0,12,0,0,12,0,0,5,0,0,,,,,,,,,##SB##Тайный: +12 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
90134,0,5,0,0,3,0,0,3,0,0,6,0,0,,,,,,,,,##SB##Тайный: +3 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
