"ID","ModelName_1","ModelName_2","ModelTexture_1","ModelTexture_2","InventoryIcon_1","InventoryIcon_2","GeosetGroup_1","GeosetGroup_2","GeosetGroup_3","Flags","SpellVisualID","GroupSoundIndex","HelmetGeosetVis_1","HelmetGeosetVis_2","Texture_1","Texture_2","Texture_3","Texture_4","Texture_5","Texture_6","Texture_7","Texture_8","ItemVisual","ParticleColorID"
"112357","","","","","INV_Gauntlets_23","","1","0","0","0","0","7","0","0","","Cloth_Horde_B_02Purple_Glove_AL","Cloth_Horde_B_03Purple_Glove_HA","","","","","","0","0"
"112358","","","","","INV_Pants_12","","0","0","0","0","0","7","0","0","","","","","","Cloth_Horde_B_02Black_Pant_LU","Cloth_A_07Bloodier_Pant_LL","","0","0"
"112359","","","","","INV_Pants_01","","0","0","0","0","0","7","0","0","","","","","","Cloth_Horde_B_03Purple_Pant_LU","Cloth_Horde_A_01Purple_Pant_LL","","0","0"
"112360","","","","","INV_Chest_Leather_09","","0","0","0","0","0","7","0","0","","","","Leather_Horde_B_03Red_Chest_TU","Leather_Horde_B_03Red_Chest_TL","","","","0","0"
"112361","","","","","INV_Chest_Plate04","","0","0","0","0","0","11","0","0","","","","Leather_Horde_B_03Red_Chest_TU","Leather_Horde_B_03Red_Chest_TL","","","","0","0"
"112362","LShoulder_Mail_D_01.mdx","RShoulder_Mail_D_01.mdx","Shoulder_Leather_B_02Black","Shoulder_Leather_B_02Black","INV_Shoulder_13","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"112363","LShoulder_Mail_D_02.mdx","RShoulder_Mail_D_02.mdx","Shoulder_Leather_C_03Red","Shoulder_Leather_C_03Red","INV_Shoulder_29","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"112364","","","","","INV_Belt_04","","0","0","0","0","0","7","0","0","","","","","","Leather_C_02Red_Belt_LU","","","0","0"
"112365","","","","","INV_Belt_16","","0","0","0","0","0","7","0","0","","","","","","Leather_C_02Red_Belt_LU","","","0","0"
"112366","","","","","INV_Belt_15","","0","0","0","0","0","11","0","0","","","","","","Leather_C_02Red_Belt_LU","","","0","0"
"112367","","","","","INV_Gauntlets_05","","1","0","0","0","0","7","0","0","","Leather_C_02Red_Glove_AL","Leather_C_03Red_Glove_HA","","","","","","0","0"
"112368","","","","","INV_Belt_06","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_A_03Purple_Belt_LU","","","0","0"
"112369","","","","","INV_Belt_26","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_A_03Purple_Belt_LU","","","0","0"
"112370","","","","","INV_Belt_06","","0","0","0","0","0","10","0","0","","","","","","Leather_Horde_A_03Purple_Belt_LU","","","0","0"
"112371","","","","","INV_Boots_09","","2","0","0","0","0","7","0","0","","","","","","","Cloth_Horde_B_03Purple_Boot_LL","Cloth_Horde_B_03Purple_Boot_FO","0","0"
"112372","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Leather_A_02Green_Pant_LU","Leather_A_02Green_Pant_LL","","0","0"
"112373","","","","","INV_Gauntlets_27","","1","0","0","0","0","7","0","0","","Leather_A_05Yellow_Glove_AL","Leather_A_05Yellow_Glove_HA","","","","","","0","0"
"112374","","","","","INV_Gauntlets_05","","1","0","0","0","0","7","0","0","","Leather_A_05Yellow_Glove_AL","Leather_A_05Yellow_Glove_HA","","","","","","0","0"
"112375","","","","","INV_Boots_09","","1","0","0","0","0","7","0","0","","","","","","","Leather_A_03Red_Boot_LL","Leather_A_03Red_Boot_FO","0","0"
"112376","","","","","INV_Bracer_08","","1","0","0","0","0","7","0","0","","","","","","","Leather_A_03Red_Boot_LL","Leather_A_03Red_Boot_FO","0","0"
"112377","","","","","INV_Chest_Cloth_32","","0","0","0","0","0","7","0","0","Cloth_C_01Red_Sleeve_AU","","","Cloth_C_01Red_Chest_TU","Cloth_C_01Red_Chest_TL","","","","0","0"
"112378","","","","","INV_Belt_08","","0","0","0","0","0","7","0","0","","","","","","Plate_C_03_Belt_LU","","","0","0"
"112379","","","","","INV_Belt_16","","0","0","0","0","0","7","0","0","","","","","","Plate_C_03_Belt_LU","","","0","0"
"112380","","","","","INV_Belt_15","","0","0","0","0","0","11","0","0","","","","","","Plate_C_03_Belt_LU","","","0","0"
"112381","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Plate_C_03_Pant_LU","Plate_C_03_Pant_LL","","0","0"
"112382","","","","","INV_Pants_04","","0","0","0","0","0","11","0","0","","","","","","Plate_C_03_Pant_LU","Plate_C_03_Pant_LL","","0","0"
"112383","","","","","INV_Boots_Plate_09","","0","0","0","0","0","11","0","0","","","","","","","","Plate_C_03_Boot_FO","0","0"
"112384","Helm_Mail_A_02.mdx","","Helm_Mail_A_02Gold","","INV_Helmet_03","","0","0","0","0","0","10","0","0","","","","","","","","","0","0"
"112385","Helm_Mail_A_02.mdx","","Helm_Mail_A_02Gold","","INV_Helmet_03","","0","0","0","0","0","10","0","0","","","","","","","","","0","0"
"112386","LShoulder_Mail_D_01.mdx","RShoulder_Mail_D_01.mdx","Shoulder_Mail_D_01Crimson","Shoulder_Mail_D_01Crimson","INV_Shoulder_07","","0","0","0","0","0","10","0","0","","","","","","","","","0","0"
"112387","","","","","INV_Belt_04","","0","0","0","0","0","10","0","0","","","","","","Mail_D_01Crimson_Belt_LU","","","0","0"
"112388","","","","","INV_Belt_15","","0","0","0","0","0","11","0","0","","","","","","Mail_D_01Crimson_Belt_LU","","","0","0"
"112389","LShoulder_Plate_D_01.mdx","RShoulder_Plate_A_01.mdx","Shoulder_Plate_D_01","Shoulder_Plate_A_02Silver","INV_Shoulder_20","","0","0","0","0","0","11","0","0","","","","","","","","","0","0"
"112390","","","","","INV_Pants_04","","0","0","0","0","0","11","0","0","","","","","","Plate_D_01_Pant_LU","Plate_D_01_Pant_LL","","0","0"
"112391","","","","","INV_Boots_Plate_08","","2","0","0","0","0","11","0","0","","","","","","","Plate_A_02Silver_Boot_LL","Plate_A_02Silver_Boot_FO","0","0"
"112392","","","","","INV_Chest_Cloth_36","","0","1","0","0","0","7","0","0","","","","Cloth_A_04Red_Chest_TU","Cloth_A_04Red_Chest_TL","","","","0","0"
"112393","","","","","INV_Chest_Leather_09","","0","1","0","0","0","7","0","0","","","","Cloth_A_04Red_Chest_TU","Cloth_A_04Red_Chest_TL","","","","0","0"
"112394","","","","","INV_Boots_05","","2","0","0","0","0","7","0","0","","","","","","","Leather_B_03Green_Boot_LL","Leather_B_03Green_Boot_FO","0","0"
"112395","","","","","INV_Boots_03","","2","0","0","0","0","7","0","0","","","","","","","Leather_B_03Green_Boot_LL","Leather_B_03Green_Boot_FO","0","0"
"112396","","","","","INV_Boots_Plate_08","","2","0","0","0","0","11","0","0","","","","","","","Leather_B_03Green_Boot_LL","Leather_B_03Green_Boot_FO","0","0"
"112397","","","","","INV_Chest_Leather_10","","0","1","0","0","0","7","0","0","Leather_Horde_A_03Black_Sleeve_AU","","","Leather_Horde_A_03Black_Chest_TU","Leather_Horde_A_03Black_Chest_TL","","","","0","0"
"112398","","","","","INV_Boots_09","","1","0","0","0","0","7","0","0","","","","","","","Cloth_A_05Brown_Boot_LL","Cloth_A_05Green_Boot_FO","0","0"
"112399","","","","","INV_Chest_Cloth_05","","0","0","0","0","0","7","0","0","Leather_D_03White_Sleeve_AU","","","Leather_D_03White_Chest_TU","Leather_D_03White_Chest_TL","","","","0","0"
"112400","","","","","INV_Belt_08","","0","0","0","0","0","7","0","0","","","","","","Leather_A_04Gray_Belt_LU","","","0","0"
"112401","","","","","INV_Belt_24","","0","0","0","0","0","7","0","0","","","","","","Leather_A_04Gray_Belt_LU","","","0","0"
"112402","","","","","INV_Boots_07","","2","0","0","0","0","7","0","0","","","","","","","Leather_D_03White_Boot_LL","Leather_D_03White_Boot_FO","0","0"
"112403","","","","","INV_Pants_10","","0","0","1","0","0","7","0","0","","","","","","Robe_C_03Red_Pant_LU","Robe_C_03Red_Pant_LL","","0","0"
"112404","","","","","INV_Pants_09","","0","0","1","0","0","7","0","0","","","","","","Robe_C_03Red_Pant_LU","Robe_C_03Red_Pant_LL","","0","0"
"112405","","","","","INV_Belt_03","","0","0","0","0","0","7","0","0","","","","","","Robe_A_03Purple_Belt_LU","","","0","0"
"112406","","","","","INV_Pants_11","","0","0","1","0","0","7","0","0","","","","","","Robe_A_03Purple_Pant_LU","Robe_A_03Purple_Pant_LL","","0","0"
"112407","","","","","INV_Boots_Fabric_01","","0","0","0","0","0","7","0","0","","","","","","","","Robe_A_03Purple_Boot_FO","0","0"
"112408","","","","","INV_Boots_08","","0","0","0","0","0","7","0","0","","","","","","","","Robe_A_03Purple_Boot_FO","0","0"
"112409","","","","","INV_Boots_05","","0","0","0","0","0","7","0","0","","","","","","","","Leather_A_05Yellow_Boot_FO","0","0"
"112410","","","","","INV_Boots_08","","0","0","0","0","0","7","0","0","","","","","","","","Leather_A_05Yellow_Boot_FO","0","0"
"112411","Helm_Mail_D_01.mdx","","Helm_Mail_D_01Gold","","INV_Helmet_03","","0","0","0","0","0","10","0","0","","","","","","","","","0","0"
"112412","","","","","INV_Chest_Leather_10","","0","0","0","0","0","7","0","0","Leather_C_03Blue_Sleeve_AU","","","Leather_C_03Blue_Chest_TU","Leather_C_03Blue_Chest_TL","","","","0","0"
"112413","","","","","INV_Pants_11","","0","0","0","0","0","7","0","0","","","","","","Leather_C_03Blue_Pant_LU","Leather_C_03Blue_Pant_LL","","0","0"
"112414","","","","","INV_Pants_06","","0","0","0","0","0","7","0","0","","","","","","Leather_C_03Blue_Pant_LU","Leather_C_03Blue_Pant_LL","","0","0"
"112415","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Leather_C_03Blue_Pant_LU","Leather_C_03Blue_Pant_LL","","0","0"
"112416","","","","","INV_Pants_04","","0","0","0","0","0","11","0","0","","","","","","Leather_C_03Blue_Pant_LU","Leather_C_03Blue_Pant_LL","","0","0"
"112417","","","","","INV_Bracer_02","","0","0","0","0","0","7","0","0","","Plate_B_01Stormwind_Bracer_AL","","","","","","","0","0"
"112418","","","","","INV_Bracer_03","","0","0","0","0","0","10","0","0","","Plate_B_01Stormwind_Bracer_AL","","","","","","","0","0"
"112419","","","","","INV_Bracer_14","","0","0","0","0","0","11","0","0","","Plate_B_01Stormwind_Bracer_AL","","","","","","","0","0"
"112420","","","","","INV_Chest_Plate04","","0","0","0","0","0","11","0","0","Plate_C_01Green_Sleeve_AU","","","Plate_C_01Green_Chest_TU","Plate_C_01Green_Chest_TL","","","","0","0"
"112421","","","","","INV_Gauntlets_21","","1","0","0","0","0","7","0","0","","Leather_B_04Green_Glove_AL","Leather_B_04Green_Glove_HA","","","","","","0","0"
"112422","","","","","INV_Boots_05","","0","0","0","0","0","7","0","0","","","","","","","","Leather_B_01Yellow_Boot_FO","0","0"
"112423","","","","","INV_Boots_09","","0","0","0","0","0","7","0","0","","","","","","","","Leather_B_01Yellow_Boot_FO","0","0"
"112424","","","","","INV_Gauntlets_16","","0","0","0","0","0","7","0","0","","Cloth_Horde_A_03Red_Glove_AL","Cloth_Horde_A_03Red_Glove_HA","","","","","","0","0"
"112425","","","","","INV_Gauntlets_25","","0","0","0","0","0","7","0","0","","Cloth_Horde_A_03Red_Glove_AL","Cloth_Horde_A_03Red_Glove_HA","","","","","","0","0"
"112426","","","","","INV_Chest_Cloth_38","","0","0","0","0","0","7","0","0","Cloth_Horde_A_02Red_Sleeve_AU","","","Cloth_Horde_A_02Red_Chest_TU","Cloth_Horde_A_02Red_Chest_TL","","","","0","0"
"112427","","","","","INV_Boots_05","","2","0","0","0","0","7","0","0","","","","","","","Cloth_Horde_B_03Red_Boot_LL","Cloth_Horde_B_03Red_Boot_FO","0","0"
"112428","","","","","INV_Boots_08","","2","0","0","0","0","7","0","0","","","","","","","Cloth_Horde_B_03Red_Boot_LL","Cloth_Horde_B_03Red_Boot_FO","0","0"
"112429","","","","","INV_Boots_03","","1","0","0","0","0","7","0","0","","","","","","","Leather_Horde_B_02Black_Boot_LL","Leather_Horde_B_02Black_Boot_FO","0","0"
"112430","","","","","INV_Boots_01","","1","0","0","0","0","10","0","0","","","","","","","Leather_Horde_B_02Black_Boot_LL","Leather_Horde_B_02Black_Boot_FO","0","0"
"112431","","","","","INV_Boots_Fabric_01","","2","0","0","0","0","7","0","0","","","","","","","Cloth_Horde_B_03Brown_Boot_LL","Cloth_Horde_B_03Brown_Boot_FO","0","0"
"112432","","","","","INV_Boots_07","","2","0","0","0","0","7","0","0","","","","","","","Cloth_Horde_B_03Brown_Boot_LL","Cloth_Horde_B_03Brown_Boot_FO","0","0"
"112433","","","","","INV_Boots_01","","2","0","0","0","0","10","0","0","","","","","","","Cloth_Horde_B_03Brown_Boot_LL","Cloth_Horde_B_03Brown_Boot_FO","0","0"
"112434","","","","","INV_Chest_Leather_09","","0","0","0","0","0","7","0","0","Leather_Horde_A_02Brown_Sleeve_AU","","","Leather_Horde_A_02Brown_Chest_TU","Leather_Horde_A_02Brown_Chest_TL","","","","0","0"
"112435","","","","","INV_Chest_Chain_11","","0","0","0","0","0","10","0","0","Leather_Horde_A_02Brown_Sleeve_AU","","","Leather_Horde_A_02Brown_Chest_TU","Leather_Horde_A_02Brown_Chest_TL","","","","0","0"
"112436","","","","","INV_Belt_04","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_A_01Green_Belt_LU","","","0","0"
"112437","","","","","INV_Belt_04","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_A_01Green_Belt_LU","","","0","0"
"112438","","","","","INV_Belt_03","","0","0","0","0","0","10","0","0","","","","","","Leather_Horde_A_01Green_Belt_LU","","","0","0"
"112439","","","","","INV_Chest_Leather_09","","0","0","0","0","0","7","0","0","Leather_Horde_A_02Red_Sleeve_AU","","","Leather_Horde_A_02Red_Chest_TU","Leather_Horde_A_02Red_Chest_TL","","","","0","0"
"112440","","","","","INV_Chest_Plate13","","0","0","0","0","0","10","0","0","Leather_Horde_A_02Red_Sleeve_AU","","","Leather_Horde_A_02Red_Chest_TU","Leather_Horde_A_02Red_Chest_TL","","","","0","0"
"112441","","","","","INV_Belt_24","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_A_02Red_Belt_LU","","","0","0"
"112442","","","","","INV_Belt_04","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_A_02Red_Belt_LU","","","0","0"
"112443","","","","","INV_Pants_13","","0","0","0","0","0","7","0","0","","","","","","Cloth_Horde_A_01Red_Pant_LU","Cloth_Horde_A_01Red_Pant_LL","","0","0"
"112444","","","","","INV_Pants_Wolf","","0","0","0","0","0","7","0","0","","","","","","Cloth_Horde_A_01Red_Pant_LU","Cloth_Horde_A_01Red_Pant_LL","","0","0"
"112445","","","","","INV_Pants_02","","0","0","0","0","0","10","0","0","","","","","","Cloth_Horde_A_01Red_Pant_LU","Cloth_Horde_A_01Red_Pant_LL","","0","0"
"112446","","","","","INV_Belt_24","","0","0","0","0","0","7","0","0","","","","","","Robe_Horde_A_03Brown_Belt_LU","","","0","0"
"112447","","","","","INV_Belt_16","","0","0","0","0","0","7","0","0","","","","","","Robe_Horde_A_03Brown_Belt_LU","","","0","0"
"112448","","","","","INV_Boots_09","","0","0","0","0","0","7","0","0","","","","","","","Robe_Horde_A_03Brown_Boot_LL","Robe_Horde_A_03Brown_Boot_FO","0","0"
"112449","","","","","INV_Boots_01","","0","0","0","0","0","10","0","0","","","","","","","Robe_Horde_A_03Brown_Boot_LL","Robe_Horde_A_03Brown_Boot_FO","0","0"
"112450","","","","","INV_Pants_06","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_A_01Brown_Pant_LU","","","0","0"
"112451","","","","","INV_Chest_Cloth_05","","0","0","0","0","0","7","0","0","","","","Leather_Horde_B_02Yellow_Chest_TU","Leather_Horde_B_02Yellow_Chest_TL","","","","0","0"
"112452","","","","","INV_Chest_Cloth_38","","0","0","0","0","0","7","0","0","Leather_Horde_B_03Red_Sleeve_AU","","","Leather_Horde_B_03Red_Chest_TU","Leather_Horde_B_03Red_Chest_TL","","","","0","0"
"112453","","","","","INV_Chest_Fur","","0","0","0","0","0","7","0","0","Leather_Horde_B_03Red_Sleeve_AU","","","Leather_Horde_B_03Red_Chest_TU","Leather_Horde_B_03Red_Chest_TL","","","","0","0"
"112454","","","","","INV_Belt_08","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_B_03Red_Pant_LU","","","0","0"
"112455","","","","","INV_Belt_16","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_B_03Red_Pant_LU","","","0","0"
"112456","","","","","INV_Boots_05","","3","0","0","0","0","7","0","0","","","","","","","Leather_Horde_B_03Red_Boot_LL","Leather_Horde_B_03Red_Boot_FO","0","0"
"112457","","","","","INV_Boots_08","","3","0","0","0","0","7","0","0","","","","","","","Leather_Horde_B_03Red_Boot_LL","Leather_Horde_B_03Red_Boot_FO","0","0"
"112458","","","","","INV_Boots_Plate_08","","3","0","0","0","0","11","0","0","","","","","","","Leather_Horde_B_03Red_Boot_LL","Leather_Horde_B_03Red_Boot_FO","0","0"
"112459","","","","","INV_Gauntlets_18","","3","0","0","0","0","7","0","0","","Leather_Horde_B_03Red_Glove_AL","Leather_Horde_B_03Red_Glove_HA","","","","","","0","0"
"112460","","","","","INV_Gauntlets_05","","3","0","0","0","0","7","0","0","","Leather_Horde_B_03Red_Glove_AL","Leather_Horde_B_03Red_Glove_HA","","","","","","0","0"
"112461","","","","","INV_Gauntlets_29","","3","0","0","0","0","11","0","0","","Leather_Horde_B_03Red_Glove_AL","Leather_Horde_B_03Red_Glove_HA","","","","","","0","0"
"112462","","","","","INV_Chest_Cloth_32","","0","0","0","0","0","7","0","0","Robe_Horde_A_04Blue_Sleeve_AU","","","Robe_Horde_A_04Blue_Chest_TU","Robe_Horde_A_04Blue_Chest_TL","","","","0","0"
"112463","","","","","INV_Belt_24","","0","0","0","0","0","7","0","0","","","","","","Robe_Horde_A_04Blue_Belt_LU","","","0","0"
"112464","","","","","INV_Belt_16","","0","0","0","0","0","7","0","0","","","","","","Robe_Horde_A_04Blue_Belt_LU","","","0","0"
"112465","","","","","INV_Belt_03","","0","0","0","0","0","10","0","0","","","","","","Robe_Horde_A_04Blue_Belt_LU","","","0","0"
"112466","","","","","INV_Pants_09","","0","0","1","0","0","7","0","0","","","","","","Robe_Horde_A_04Blue_Pant_LU","Robe_Horde_A_04Blue_Pant_LL","","0","0"
"112467","","","","","INV_Pants_09","","0","0","1","0","0","7","0","0","","","","","","Robe_Horde_A_04Blue_Pant_LU","Robe_Horde_A_04Blue_Pant_LL","","0","0"
"112468","","","","","INV_Boots_05","","0","0","0","0","0","7","0","0","","","","","","","","Robe_Horde_A_04Blue_Boot_FO","0","0"
"112469","","","","","INV_Boots_08","","0","0","0","0","0","7","0","0","","","","","","","","Robe_Horde_A_04Blue_Boot_FO","0","0"
"112470","","","","","INV_Bracer_11","","0","0","0","0","0","7","0","0","","Robe_Horde_A_04Blue_Bracer_AL","","","","","","","0","0"
"112471","","","","","INV_Gauntlets_18","","0","0","0","0","0","7","0","0","","Robe_Horde_A_04Blue_Bracer_AL","","","","","","","0","0"
"112472","","","","","INV_Gauntlets_04","","0","0","0","0","0","10","0","0","","Robe_Horde_A_04Blue_Bracer_AL","","","","","","","0","0"
"112473","","","","","INV_Chest_Cloth_04","","0","0","0","0","0","7","0","0","Robe_Horde_A_05Red_Sleeve_AU","","","Robe_Horde_A_05Red_Chest_TU","Robe_Horde_A_05Red_Chest_TL","","","","0","0"
"112474","","","","","INV_Chest_Fur","","0","0","0","0","0","7","0","0","Robe_Horde_A_05Red_Sleeve_AU","","","Robe_Horde_A_05Red_Chest_TU","Robe_Horde_A_05Red_Chest_TL","","","","0","0"
"112475","","","","","INV_Belt_06","","0","0","0","0","0","7","0","0","","","","","","Robe_Horde_A_05Red_Belt_LU","","","0","0"
"112476","","","","","INV_Belt_04","","0","0","0","0","0","7","0","0","","","","","","Robe_Horde_A_05Red_Belt_LU","","","0","0"
"112477","","","","","INV_Pants_11","","0","0","1","0","0","7","0","0","","","","","","Robe_Horde_A_05Red_Pant_LU","Robe_Horde_A_05Red_Pant_LL","","0","0"
"112478","","","","","INV_Pants_09","","0","0","1","0","0","7","0","0","","","","","","Robe_Horde_A_05Red_Pant_LU","Robe_Horde_A_05Red_Pant_LL","","0","0"
"112479","","","","","INV_Boots_05","","0","0","0","0","0","7","0","0","","","","","","","","Robe_Horde_A_05Red_Boot_FO","0","0"
"112480","","","","","INV_Boots_03","","0","0","0","0","0","7","0","0","","","","","","","","Robe_Horde_A_05Red_Boot_FO","0","0"
"112481","","","","","INV_Bracer_11","","0","0","0","0","0","7","0","0","","Robe_Horde_A_05Red_Bracer_AL","","","","","","","0","0"
"112482","","","","","INV_Belt_15","","0","0","0","0","0","11","0","0","","","","","","Plate_Horde_C_01Silver_Belt_LU","","","0","0"
"112483","","","","","INV_Pants_06","","0","0","0","0","0","7","0","0","","","","","","Plate_Horde_C_01Silver_Pant_LU","Plate_Horde_C_01Silver_Pant_LL","","0","0"
"112484","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Plate_Horde_C_01Silver_Pant_LU","Plate_Horde_C_01Silver_Pant_LL","","0","0"
"112485","","","","","INV_Pants_04","","0","0","0","0","0","11","0","0","","","","","","Plate_Horde_C_01Silver_Pant_LU","Plate_Horde_C_01Silver_Pant_LL","","0","0"
"112486","","","","","INV_Boots_Plate_08","","1","0","0","0","0","11","0","0","","","","","","","Plate_Horde_C_01Silver_Boot_LL","Plate_Horde_C_01Silver_Boot_FO","0","0"
"112487","","","","","INV_Gauntlets_29","","1","0","0","0","0","11","0","0","","Plate_Horde_C_01Silver_Glove_AL","Plate_Horde_C_01Silver_Glove_HA","","","","","","0","0"
"112488","","","","","INV_Chest_Wolf","","0","0","0","0","0","7","0","0","Leather_Horde_A_01Black_Sleeve_AU","","","Leather_Horde_A_01Black_Chest_TU","Leather_Horde_A_01Black_Chest_TL","","","","0","0"
"112489","","","","","INV_Pants_14","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_A_02Red_Pant_LU","Leather_Horde_A_02Red_Pant_LL","","0","0"
"112490","","","","","INV_Pants_02","","0","0","0","0","0","7","0","0","","","","","","Leather_Horde_A_02Red_Pant_LU","Leather_Horde_A_02Red_Pant_LL","","0","0"
"112491","","","","","INV_Boots_03","","1","0","0","0","0","7","0","0","","","","","","","Leather_Horde_A_02Red_Boot_LL","Leather_Horde_A_02Red_Boot_FO","0","0"
"112492","","","","","INV_Boots_05","","1","0","0","0","0","7","0","0","","","","","","","Cloth_Horde_B_01Brown_Pant_LL","Cloth_Horde_B_01Brown_Boot_FO","0","0"
"112493","","","","","INV_Gauntlets_18","","0","0","0","0","0","7","0","0","","","Cloth_Horde_B_01Brown_Glove_HA","","","","","","0","0"
"112494","LShoulder_Robe_B_02.mdx","RShoulder_Robe_B_02.mdx","Shoulder_Robe_B_02Blue","Shoulder_Robe_B_02Blue","INV_Shoulder_05","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"112495","LShoulder_Robe_B_02.mdx","RShoulder_Robe_B_02.mdx","Shoulder_Robe_B_02Blue","Shoulder_Robe_B_02Blue","INV_Shoulder_09","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"112496","LShoulder_Robe_B_02.mdx","RShoulder_Robe_B_02.mdx","Shoulder_Robe_B_02Blue","Shoulder_Robe_B_02Blue","INV_Shoulder_18","","0","0","0","0","0","10","0","0","","","","","","","","","0","0"
"112497","","","","","INV_Pants_09","","0","0","1","0","0","7","0","0","","","","","","Robe_A_02Black_Pant_LU","Robe_A_02Black_Pant_LL","","0","0"
"112498","LShoulder_Robe_C_01.mdx","RShoulder_Robe_C_01.mdx","Shoulder_Robe_C_01Black","Shoulder_Robe_C_01Black","INV_Shoulder_05","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"112499","LShoulder_Robe_C_01.mdx","RShoulder_Robe_C_01.mdx","Shoulder_Robe_C_01Black","Shoulder_Robe_C_01Black","INV_Shoulder_05","","0","0","0","0","0","11","0","0","","","","","","","","","0","0"
"112500","LShoulder_Robe_C_03.mdx","RShoulder_Robe_C_03.mdx","Shoulder_Robe_C_03Red","Shoulder_Robe_C_03Red","INV_Shoulder_02","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"112501","","","","","INV_Chest_Plate12","","0","0","0","0","0","10","0","0","","","","Plate_A_01Crusader_Chest_TU","Plate_A_01Crusader_Chest_TL","","","","0","0"
"112502","","","","","INV_Gauntlets_18","","0","0","0","0","0","7","0","0","","Leather_Horde_A_03Brown_Glove_AL","Leather_Horde_A_03Brown_Glove_HA","","","","","","0","0"
"112503","","","","","INV_Gauntlets_05","","0","0","0","0","0","7","0","0","","Leather_Horde_A_03Brown_Glove_AL","Leather_Horde_A_03Brown_Glove_HA","","","","","","0","0"
"112504","","","","","INV_Gauntlets_04","","0","0","0","0","0","10","0","0","","Leather_Horde_A_03Brown_Glove_AL","Leather_Horde_A_03Brown_Glove_HA","","","","","","0","0"
"112505","","","","","INV_Bracer_11","","0","0","0","0","0","7","0","0","","Leather_B_04Black_Bracer_AL","","","","","","","0","0"
"112506","","","","","INV_Bracer_04","","0","0","0","0","0","7","0","0","","Leather_B_04Black_Bracer_AL","","","","","","","0","0"
"112507","","","","","INV_Pants_07","","0","0","0","0","0","7","0","0","","","","","","Leather_A_02Green_Pant_LU","Leather_A_02Green_Pant_LL","","0","0"
"112508","","","","","INV_Pants_05","","0","0","0","0","0","7","0","0","","","","","","Leather_A_02Green_Pant_LU","Leather_A_02Green_Pant_LL","","0","0"
"112509","","","","","INV_Chest_Cloth_23","","0","0","0","0","0","7","0","0","Cloth_B_07White_Sleeve_AU","","","Cloth_A_05Green_Chest_TU","Cloth_A_05Green_Chest_TL","","","","0","0"
"112510","","","","","INV_Pants_13","","0","0","1","0","0","7","0","0","","","","","","Dress_B_03Blue_Pant_LU","Dress_B_03Blue_Pant_LL","","0","0"
"112511","","","","","INV_Pants_04","","0","0","1","0","0","11","0","0","","","","","","Dress_B_03Blue_Pant_LU","Dress_B_03Blue_Pant_LL","","0","0"
"112512","","","","","INV_Boots_05","","0","0","0","0","0","7","0","0","","","","","","","","Dress_B_03Blue_Boot_FO","0","0"
"112513","","","","","INV_Boots_Plate_09","","0","0","0","0","0","11","0","0","","","","","","","","Dress_B_03Blue_Boot_FO","0","0"
"112514","","","","","INV_Belt_06","","0","0","0","0","0","7","0","0","","","","","","Cloth_Horde_B_03Black_Belt_LU","","","0","0"
"112515","","","","","INV_Belt_16","","0","0","0","0","0","7","0","0","","","","","","Cloth_Horde_B_03Black_Belt_LU","","","0","0"
"112516","","","","","INV_Belt_03","","0","0","0","0","0","10","0","0","","","","","","Cloth_Horde_B_03Black_Belt_LU","","","0","0"
"112517","","","","","INV_Gauntlets_18","","1","0","0","0","0","7","0","0","","Cloth_Horde_B_03Black_Glove_AL","Cloth_Horde_B_03Black_Glove_HA","","","","","","0","0"
"112518","","","","","INV_Gauntlets_25","","1","0","0","0","0","7","0","0","","Cloth_Horde_B_03Black_Glove_AL","Cloth_Horde_B_03Black_Glove_HA","","","","","","0","0"
"112519","","","","","INV_Chest_Cloth_23","","0","0","0","0","0","7","0","0","Cloth_Horde_B_01Red_Sleeve_AU","Cloth_Horde_B_01Red_Sleeve_AL","","Cloth_Horde_B_01Red_Chest_TU","Cloth_Horde_B_01Red_Chest_TL","","","","0","0"
"112520","","","","","INV_Belt_04","","0","0","0","0","0","7","0","0","","","","","","Cloth_Horde_B_01Red_Belt_LU","","","0","0"
