"ID","ContinentID","ParentAreaID","AreaBit","Flags","SoundProviderPref","SoundProviderPrefUnderWater","AmbienceID","ZoneMusic","IntroSound","ExplorationLevel","AreaName_enUS","AreaName_enGB","AreaName_koKR","AreaName_frFR","AreaName_deDE","AreaName_enCN","AreaName_zhCN","AreaName_enTW","AreaName_zhTW","AreaName_esES","AreaName_esMX","AreaName_ruRU","AreaName_ptPT","AreaName_ptBR","AreaName_itIT","AreaName_Unk","AreaName_Mask","FactionGroupMask","LiquidTypeID_1","LiquidTypeID_2","LiquidTypeID_3","LiquidTypeID_4","MinElevation","AmbientMultiplier"
"1114","1","357","356","1073741888","0","0","0","0","0","49","","","","","","","","","Руины Яростного Ветра","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1115","1","357","357","1073741888","0","0","0","0","0","0","","","","","","","","","Пещера Бешеного оврага","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1116","1","357","358","1075839040","0","0","0","0","0","0","","","","","","","","","Крепость Оперенной Луны","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1117","1","357","359","1073741888","0","0","0","0","0","0","","","","","","","","","Руины Соларсаля","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1118","1","357","360","1073741888","0","0","0","0","0","0","","","","","","","","","Низинные чащобы НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1119","1","357","369","1073741888","0","0","0","0","0","48","","","","","","","","","Два Колосса","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1120","1","357","413","1073741888","0","0","0","0","0","43","","","","","","","","","Остров Сардор","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1121","1","357","414","1073741888","0","0","0","0","0","44","","","","","","","","","Остров Ужаса","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1136","1","357","361","1073741888","0","0","0","0","0","0","","","","","","","","","Высокогорные дебри","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1137","1","357","370","1073741888","0","0","0","0","0","42","","","","","","","","","Низинные чащобы","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1156","1","17","362","1073741888","0","0","0","0","0","0","","","","","","","","","Южные степи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1157","1","17","406","1073741888","0","0","0","0","0","0","","","","","","","","","Южный Золотой Путь","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1176","209","0","371","0","0","0","25","176","0","0","","","","","","","","","Зул'Фаррак","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1196","575","0","363","0","0","0","0","0","0","0","","","","","","","","","Вершина Утгард","","","","","","","","16712190","0","0","0","0","0","-1007026176","0,7"
"1216","1","16","364","1073741888","0","0","0","0","0","49","","","","","","","","","Крепость Древобрюхов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1217","1","16","365","1073741888","0","0","0","0","0","0","","","","","","","","","Лагерь Ванндир","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1218","1","16","366","1073741888","0","0","0","0","0","0","","","","","","","","","ТЕСТАзшара","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1219","1","16","367","1073741888","0","0","0","0","0","52","","","","","","","","","Лагерь Легаш","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1220","1","16","415","1073741888","0","0","0","76","302","52","","","","","","","","","Талассийское поселение","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1221","1","16","416","1073741888","0","0","0","176","0","48","","","","","","","","","Руины Эльдарата","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1222","1","16","417","1073741888","0","0","0","176","0","0","","","","","","","","","Гнездо Хетайры","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1223","1","16","418","1073741888","0","0","0","15","0","0","","","","","","","","","Храм Зин-Малор","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1224","1","16","419","1073741888","0","0","0","0","0","0","","","","","","","","","Медвежий угол","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1225","1","16","420","1073741888","0","0","0","0","0","49","","","","","","","","","Урсолан","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1226","1","16","421","1073741888","0","0","0","176","0","55","","","","","","","","","Храм Арккоран","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1227","1","16","422","1073741888","0","0","0","176","0","50","","","","","","","","","Залив Бурь","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1228","1","16","423","1073741888","0","0","0","176","0","52","","","","","","","","","Разоренное побережье","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1229","1","16","424","1073741888","0","0","0","176","0","53","","","","","","","","","Башня Эльдары","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1230","1","16","425","1073741888","0","0","0","176","0","51","","","","","","","","","Острые рифы","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1231","1","16","426","1073741888","0","0","0","176","0","52","","","","","","","","","Южный пляж","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1232","1","16","427","1073741888","0","0","0","176","0","54","","","","","","","","","Памятник Гребню Ворона","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1233","1","16","428","1073741888","0","0","0","215","301","49","","","","","","","","","Одинокая вершина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1234","1","16","429","1073741888","0","0","0","0","0","52","","","","","","","","","Озеро Меннар","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1235","1","16","430","1073741888","0","0","0","15","0","46","","","","","","","","","Святилище Песни Теней","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1236","1","16","431","1073741888","0","0","0","3","121","45","","","","","","","","","Лагерь Халдарр","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1237","1","16","432","1073741888","0","0","0","228","0","49","","","","","","","","","Храбростан","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1256","1","16","433","1073741888","0","0","0","176","0","42","","","","","","","","","Опустошенный берег","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1276","1","331","434","1073741888","0","0","0","0","0","0","","","","","","","","","Туннель Когтя","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1277","1","406","435","1073741888","0","0","0","0","0","20","","","","","","","","","Туннель Когтя","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1296","1","14","372","1073741888","0","0","0","0","0","0","","","","","","","","","Ферма Каменного Клыка","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1297","1","14","407","1073741888","0","0","0","0","0","0","","","","","","","","","Свиноферма","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1316","1","17","436","1073741888","0","0","70","176","0","33","","","","","","","","","Курганы Иглошкурых","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1336","1","440","373","1073741888","0","0","0","0","0","45","","","","","","","","","Бухта Сорванных Парусов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1337","70","0","437","0","0","0","0","0","0","0","","","","","","","","","Ульдаман","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1338","0","130","438","1073741888","0","0","0","0","0","0","","","","","","","","","Озеро Лордамер","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1339","0","36","439","1073741888","0","0","0","0","0","0","","","","","","","","","Озеро Лордамер","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1357","0","36","440","1073741888","0","0","37","10","0","36","","","","","","","","","Перекресток Висельников","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1377","1","0","374","64","0","0","38","176","0","0","","","","","","","","","Силитус","","","","","","","","16712190","0","0","0","0","0","-1007026176","0,3"
"1397","169","0","376","64","0","0","0","0","0","0","","","","","","","","","Изумрудный лес","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1417","109","0","377","0","0","0","0","0","0","0","","","","","","","","","Затонувший храм","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1437","0","4","378","1073741888","0","0","0","0","0","47","","","","","","","","","Форт Молота Ужаса","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1438","0","4","379","1075839040","0","0","0","205","303","50","","","","","","","","","Крепость Стражей Пустоты","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1439","0","4","380","1073741888","0","0","0","0","0","55","","","","","","","","","Стоянка Молота Ужаса","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1440","0","4","381","1073741888","0","0","0","0","0","51","","","","","","","","","Змеиные Кольца","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1441","0","4","382","1073741888","0","0","0","10","0","54","","","","","","","","","Алтарь Бурь","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1442","0","51","383","1073741888","0","0","0","0","0","48","","","","","","","","","Гряда Огненной стражи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1443","0","51","384","1073741888","0","0","0","0","0","0","","","","","","","","","Шлаковая Яма","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1444","0","51","385","1073741888","0","0","0","0","0","56","","","","","","","","","Пепельное Море","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1445","0","51","386","1073741888","0","0","0","0","0","0","","","","","","","","","Черная гора","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1446","0","51","387","1075839040","0","0","0","0","0","0","","","","","","","","","Лагерь Братства Тория","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1457","0","4","388","1073741888","0","0","0","0","0","47","","","","","","","","","Мастерские Гарнизона","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1477","109","0","389","0","0","0","33","3","0","0","","","","","","","","","Храм Атал'Хаккара","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1497","0","0","685","69206328","0","0","40","0","0","10","","","","","","","","","Подгород","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1517","0","3","686","1073741888","0","0","0","0","0","0","","","","","","","","","Ульдаман","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1518","0","40","687","1073741888","0","0","0","0","0","0","","","","","","","","","Не использующиеся Мертвые копи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1519","0","0","688","2097464","0","0","31","13","61","10","","","","","","","","","Штормград","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1537","0","0","689","2097464","0","0","42","0","0","10","","","","","","","","","Стальгорн","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1557","1","400","690","1073741888","0","0","0","0","0","0","","","","","","","","","Оплот Треснувшего Копыта","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1577","0","33","691","1073741888","0","0","0","0","0","0","","","","","","","","","Мыс Тернистой долины","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1578","0","33","692","1073741888","0","0","0","0","0","0","","","","","","","","","Южный Гибельный берег","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1579","0","0","693","64","0","0","0","0","0","0","","","","","","","","","Unused The Deadmines 002","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1580","0","1579","694","1073741888","0","0","0","0","0","0","","","","","","","","","Unused Ironclad Cove 003","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1581","36","0","695","0","76","0","53","204","0","0","","","","","","","","","Мертвые копи","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1582","36","1581","696","1073741824","76","0","53","204","181","0","","","","","","","","","Потайная бухта","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1583","229","0","697","0","0","0","0","0","0","0","","","","","","","","","Пик Черной горы","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1584","230","0","698","0","0","0","0","0","0","0","","","","","","","","","Глубины Черной горы","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1597","1","17","699","1073741888","0","0","0","0","0","0","","","","","","","","","Земли ящеров НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1598","1","17","700","1073741888","0","0","0","0","0","0","","","","","","","","","Ферма Гроль'дома НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1599","1","17","701","1073741888","0","0","0","0","0","0","","","","","","","","","Лагерь Мор'шан","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1600","1","17","702","1073741888","0","0","0","0","0","0","","","","","","","","","Застава Чести НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1601","1","17","703","1073741888","0","0","0","0","0","0","","","","","","","","","Хребет Черный шип НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1602","1","17","704","1073741888","0","0","0","0","0","0","","","","","","","","","Ежевичный Шип НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1603","1","17","705","1073741888","0","0","0","0","0","0","","","","","","","","","Агамагор НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1617","0","1519","706","1073741888","0","0","43","13","61","0","","","","","","","","","Аллея Героев","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1637","1","0","707","2097464","0","0","25","7","62","10","","","","","","","","","Оргриммар","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1638","1","0","708","2097464","0","0","45","226","381","10","","","","","","","","","Громовой Утес","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1639","1","1638","709","1073741888","0","0","0","0","0","0","","","","","","","","","Вершина Старейшин","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1640","1","1638","710","1073741888","0","0","0","0","0","0","","","","","","","","","Вершина Духов","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1641","1","1638","711","1073741888","0","0","0","0","0","0","","","","","","","","","Вершина Охотников","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1657","1","0","712","2097464","0","0","48","76","63","10","","","","","","","","","Дарнас","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1658","1","1657","713","1073741888","0","0","0","0","103","0","","","","","","","","","Анклав Кенария","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1659","1","1657","714","1073741888","0","0","0","0","0","0","","","","","","","","","Терраса Ремесленников","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1660","1","1657","715","1073741888","0","0","0","0","0","0","","","","","","","","","Терраса Воинов","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1661","1","1657","716","1073741888","0","0","0","0","0","0","","","","","","","","","Храмовые сады","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1662","1","1657","717","1073741888","0","0","0","0","0","0","","","","","","","","","Терраса Торговцев","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"1677","0","36","718","1073741888","0","0","0","0","0","33","","","","","","","","","Возвышенность Гэвина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1678","0","36","719","1073741888","0","0","0","0","0","33","","","","","","","","","Возвышенность Соферы","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1679","0","36","720","1073741888","0","0","0","0","0","33","","","","","","","","","Уступ Коррана","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1680","0","36","721","1073741888","0","0","0","0","0","34","","","","","","","","","Высокий отрог","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1681","0","36","722","1073741888","0","0","0","0","0","31","","","","","","","","","Мглистый берег","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1682","0","36","723","1073741888","0","0","0","0","0","39","","","","","","","","","Овчарня Дандреда","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1683","0","36","724","1073741888","0","0","37","10","0","34","","","","","","","","","Промерзшая пещера","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1684","0","36","725","1073741888","0","0","0","0","0","30","","","","","","","","","Берег Промозглого Ветра","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1697","1","17","726","1073741888","0","0","0","0","0","18","","","","","","","","","Земли Ящеров","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1698","1","17","727","1073741888","0","0","0","0","0","20","","","","","","","","","Ежевичный овраг","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1699","1","17","728","1073741888","0","0","0","0","0","13","","","","","","","","","Тернистый холм","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1700","1","17","729","1073741888","0","0","0","0","0","19","","","","","","","","","Агама'гор","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1701","1","17","730","1073741888","0","0","0","0","0","20","","","","","","","","","Хребет Черных Шипов","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1702","1","17","731","1075839040","0","0","0","0","0","18","","","","","","","","","Застава Чести","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1703","1","17","732","1075839040","0","0","0","0","0","17","","","","","","","","","Застава Мор'шан","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1704","1","17","733","1073741888","0","0","0","0","0","11","","","","","","","","","Ферма Гроль'дома","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1717","1","17","734","1073741888","0","0","0","0","0","24","","","","","","","","","Лабиринты Иглошкурых","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1718","1","17","735","1075839040","0","0","0","0","0","0","","","","","","","","","Великий Подъемник","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"1737","0","33","736","1073741888","0","0","0","0","0","40","","","","","","","","","Мглистая долина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1738","0","33","737","1073741888","0","0","0","0","0","43","","","","","","","","","Родник Нек'Мани","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1739","0","33","738","1073741888","0","0","0","0","0","42","","","","","","","","","Лагерь Кровавого Паруса","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1740","0","33","739","1073741888","0","0","0","0","0","36","","","","","","","","","Главный лагерь Торговой Компании","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1741","0","33","740","1073741888","0","0","0","0","0","43","","","","","","","","","Арена Гурубаши","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1742","0","33","741","1073741888","0","0","0","0","0","0","","","","","","","","","Пещера Духов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1757","0","33","742","1073741888","0","0","0","0","0","0","","","","","","","","","Кровавая Завеса","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1758","0","33","743","1073741888","0","0","0","0","0","0","","","","","","","","","Бурун","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1759","0","33","744","1073741888","0","0","0","0","0","0","","","","","","","","","Госпожа Удача","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1760","0","33","745","1073741888","0","0","0","0","0","0","","","","","","","","","Штаб-квартира Торговой Компании","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1761","1","361","746","1073741888","0","0","0","194","0","47","","","","","","","","","Деревня Мертвого Леса","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1762","1","361","747","1073741888","0","0","0","194","0","54","","","","","","","","","Деревня Сквернолапов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1763","1","361","748","1073741888","0","0","0","193","161","51","","","","","","","","","Джеденар","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1764","1","361","749","1073741888","0","0","0","193","0","0","","","","","","","","","Река Отравленной Крови","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1765","1","361","750","1073741888","0","0","0","193","0","52","","","","","","","","","Водопад Отравленной Крови","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1766","1","361","751","1073741888","0","0","0","0","0","53","","","","","","","","","Долина Рваных Ран","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1767","1","361","752","1073741888","0","0","0","0","0","53","","","","","","","","","Железнолесье","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1768","1","361","753","1073741888","0","0","0","0","0","0","","","","","","","","","Пещера Железнолесья","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1769","1","361","754","1073741888","0","0","0","0","0","54","","","","","","","","","Крепость Древобрюхов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1770","1","361","755","1073741888","0","0","0","0","0","0","","","","","","","","","Оплот Теней","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1771","1","361","756","1073741888","0","0","0","0","0","0","","","","","","","","","Святилище Искусителя","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1777","0","8","757","1073741888","0","0","0","0","0","36","","","","","","","","","Пещера Итара","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1778","0","8","758","1073741888","0","0","0","0","0","41","","","","","","","","","Горемрак","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1779","0","8","759","1073741888","0","0","0","0","0","0","","","","","","","","","Деревня Дренил'дур","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1780","0","8","760","1073741888","0","0","0","0","0","36","","","","","","","","","Развилка Расщепленного Копья","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1797","0","8","761","1073741888","0","0","0","0","0","41","","","","","","","","","Вязкая топь","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1798","0","8","762","1073741888","0","0","0","0","0","36","","","","","","","","","Ползучая трясина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1817","0","8","763","1073741888","0","0","0","0","0","0","","","","","","","","","Пещера у Вязкой топи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1837","0","45","764","1073741888","0","0","0","3","0","0","","","","","","","","","Пещеры Сухокожих","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1857","0","45","765","1073741888","0","0","0","0","0","32","","","","","","","","","Стена Торадина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1858","0","45","766","1073741888","0","0","0","0","0","32","","","","","","","","","Камен'гор","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1877","0","3","767","1073741888","0","0","0","0","0","42","","","","","","","","","Долина Клыков","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1878","0","3","768","1073741888","0","0","0","0","0","39","","","","","","","","","Знойные Пески","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1879","0","3","769","1073741888","0","0","0","0","0","40","","","","","","","","","Маревые равнины","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1880","0","47","770","1073741888","0","0","0","0","0","0","","","","","","","","","Домик Пероборода","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1881","0","47","771","1073741888","0","0","0","0","0","0","","","","","","","","","Лагерь Выпивохи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1882","0","47","772","1073741888","0","0","0","0","0","45","","","","","","","","","Чумная лощина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1883","0","47","773","1073741888","0","0","0","0","0","48","","","","","","","","","Озеро Доблести","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1884","0","47","774","1073741888","0","0","0","0","0","46","","","","","","","","","Агол'вата","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1885","0","47","775","1073741888","0","0","0","0","0","42","","","","","","","","","Хири'вата","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1886","0","47","776","1073741888","0","0","0","0","0","47","","","","","","","","","Ползучие руины","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1887","0","47","777","1073741888","0","0","0","0","0","0","","","","","","","","","Грот Богена","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1897","0","3","778","1073741888","0","0","0","0","0","36","","","","","","","","","Терраса Творца","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1898","0","3","779","1073741888","0","0","0","0","0","39","","","","","","","","","Лощина Суховея","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1917","0","47","780","1073741888","0","0","0","0","0","49","","","","","","","","","Шаол'вата","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1937","1","440","781","1073741888","0","0","0","0","0","42","","","","","","","","","Руины Полуденной Тени","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1938","1","440","782","1073741888","0","0","0","0","0","45","","","","","","","","","Разбитая Колонна","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1939","1","440","783","1073741888","0","0","0","0","0","45","","","","","","","","","Безбрежные пески","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1940","1","440","784","1073741888","0","0","0","0","0","49","","","","","","","","","Берег за Южной грядой","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1941","1","0","785","64","0","0","0","0","0","0","","","","","","","","","Пещеры Времени","","","","","","","","16712190","0","0","0","0","0","-1007026176","1"
"1942","1","490","786","1073741888","0","0","0","0","0","48","","","","","","","","","Топи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1943","1","490","787","1073741888","0","0","0","0","0","50","","","","","","","","","Плато Железного Камня","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1957","0","51","788","1073741888","0","0","0","0","0","47","","","","","","","","","Обугленная пещера","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1958","0","51","789","1073741888","0","0","0","0","0","43","","","","","","","","","Палатка Дубильщицы","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1959","0","51","790","1073741888","0","0","0","0","0","45","","","","","","","","","Выжженная долина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1977","309","0","791","0","0","11","32","3","0","0","","","","","","","","","Зул'Гуруб","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1978","0","8","792","1073741888","0","0","0","0","0","41","","","","","","","","","Тростниковая застава","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1997","1","361","793","1075839040","0","0","0","0","0","0","","","","","","","","","Застава Отравленной Крови","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"1998","1","361","794","1073741888","0","0","0","0","0","53","","","","","","","","","Поляна Когтистых Ветвей","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"2017","329","0","795","0","0","0","37","0","0","0","","","","","","","","","Стратхольм","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"2037","0","0","796","64","0","0","0","0","0","0","","","","","","","","","Кель'Талас","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"2057","289","0","797","0","0","0","37","15","0","0","","","","","","","","","Некроситет","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"2077","1","148","798","1073741888","0","0","0","0","0","0","","","","","","","","","Сумеречная долина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"2078","1","148","799","1073741888","0","0","0","0","0","0","","","","","","","","","Сумеречная излучина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"2079","1","15","800","1073741888","0","0","32","3","0","61","","","","","","","","","Остров Алькац","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"2097","1","400","801","1073741888","0","0","0","226","0","26","","","","","","","","","Пик Темного Облака","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"2098","0","10","802","1073741888","0","0","0","0","0","0","","","","","","","","","Катакомбы Утреннего Леса","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"2099","0","44","803","1073741888","0","0","0","0","0","0","","","","","","","","","Крепость Каменной Стражи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
